rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
13114	MRPL43	mitochondrial ribosomal protein L43	457260	1	1	1	1	0	1	0	0	0	0	0.975	0.935	NaN	NaN	NaN	0.975	1.000
13115	RPF2	ribosome production factor 2 homolog (S. cerevisiae)	496967	1	1	1	0	0	1	0	0	0	0	0.975	0.770	NaN	NaN	NaN	0.975	1.000
13116	TRIM35	tripartite motif-containing 35	622911	2	2	2	2	1	0	1	0	0	0	1.000	0.939	0.812	0.370	0.786	0.975	1.000
13117	CYB561D1	cytochrome b-561 domain containing 1	345124	2	2	2	1	0	2	0	0	0	0	0.787	0.827	0.327	0.638	1.000	0.975	1.000
13118	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	1531095	7	7	7	3	1	0	2	1	3	0	1.000	0.837	0.624	0.803	0.787	0.975	1.000
13119	PHF13	PHD finger protein 13	483517	1	1	1	0	0	1	0	0	0	0	0.975	0.685	NaN	NaN	NaN	0.975	1.000
13120	OSTN	osteocrin	223797	4	4	4	2	0	2	2	0	0	0	0.787	0.891	0.967	0.606	1.000	0.975	1.000
13121	SNF8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	438488	2	2	2	0	0	0	0	2	0	0	0.787	0.661	0.848	0.0909	1.000	0.976	1.000
13122	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	4402517	22	18	22	7	8	8	2	2	2	0	1.000	0.419	0.581	0.858	0.787	0.976	1.000
13123	RPGRIP1L	RPGRIP1-like	2085034	17	16	17	3	1	5	4	4	3	0	0.882	0.446	0.915	0.317	0.892	0.976	1.000
13124	RSPH9	radial spoke head 9 homolog (Chlamydomonas)	461203	1	1	1	1	0	1	0	0	0	0	0.976	0.880	NaN	NaN	NaN	0.976	1.000
13125	GH1	growth hormone 1	367226	7	7	7	3	1	2	2	0	2	0	0.787	0.755	0.925	0.661	1.000	0.976	1.000
13126	ANGEL2	angel homolog 2 (Drosophila)	910055	6	5	6	1	0	3	3	0	0	0	0.788	0.608	0.715	0.848	1.000	0.976	1.000
13127	CAB39	calcium binding protein 39	565124	2	2	2	0	0	1	0	1	0	0	0.859	0.590	0.553	0.0974	0.917	0.976	1.000
13128	PARP14	poly (ADP-ribose) polymerase family, member 14	2712610	12	11	12	3	2	2	2	4	2	0	0.999	0.532	0.611	0.676	0.789	0.976	1.000
13129	ZSWIM4	zinc finger, SWIM-type containing 4	1305808	7	7	7	3	1	2	0	1	3	0	0.999	0.766	0.551	0.648	0.788	0.976	1.000
13130	RASGRP4	RAS guanyl releasing protein 4	794264	9	9	9	4	1	4	4	0	0	0	0.997	0.744	0.849	0.331	0.790	0.976	1.000
13131	KCNK16	potassium channel, subfamily K, member 16	553415	6	6	6	3	1	2	1	2	0	0	0.836	0.811	0.867	0.476	0.943	0.976	1.000
13132	SORBS1	sorbin and SH3 domain containing 1	2194899	12	12	12	3	0	4	4	1	3	0	0.997	0.565	0.797	0.523	0.791	0.976	1.000
13133	OR2M2	olfactory receptor, family 2, subfamily M, member 2	570070	35	30	34	15	3	16	7	2	7	0	1.000	0.807	0.635	0.363	0.789	0.976	1.000
13134	CHD1L	chromodomain helicase DNA binding protein 1-like	1445792	10	10	10	3	0	3	4	0	3	0	0.995	0.837	0.686	0.430	0.792	0.976	1.000
13135	PURA	purine-rich element binding protein A	368082	2	2	2	0	0	1	0	0	1	0	0.789	0.613	0.934	0.908	1.000	0.976	1.000
13136	GANC	glucosidase, alpha; neutral C	1526488	3	3	3	1	0	1	1	0	1	0	0.999	0.828	0.822	0.396	0.790	0.976	1.000
13137	OR2B3	olfactory receptor, family 2, subfamily B, member 3	515128	9	8	9	5	1	4	2	2	0	0	1.000	0.892	0.898	0.395	0.789	0.976	1.000
13138	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	908894	7	5	7	2	0	2	4	0	1	0	0.913	0.743	0.542	0.586	0.865	0.976	1.000
13139	SERPINF2	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	756938	2	2	2	1	0	0	1	1	0	0	0.976	0.886	0.563	0.468	0.809	0.976	1.000
13140	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	500571	1	1	1	1	0	0	1	0	0	0	0.976	0.933	NaN	NaN	NaN	0.976	1.000
13141	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	410467	2	2	2	1	0	0	0	1	1	0	0.790	0.954	1.000	0.942	1.000	0.976	1.000
13142	B3GALT5	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	510573	3	3	3	1	2	1	0	0	0	0	0.790	0.558	0.710	0.515	1.000	0.976	1.000
13143	TREML1	triggering receptor expressed on myeloid cells-like 1	521150	2	2	2	1	0	1	1	0	0	0	0.897	0.839	0.511	0.438	0.880	0.976	1.000
13144	FAM175A	family with sequence similarity 175, member A	644221	3	3	3	1	0	1	1	0	1	0	0.805	0.931	0.804	0.571	0.981	0.976	1.000
13145	MLH3	mutL homolog 3 (E. coli)	2397857	8	8	7	3	0	4	2	1	1	0	1.000	0.873	0.527	0.792	0.790	0.976	1.000
13146	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	529211	2	2	2	0	0	0	0	0	2	0	0.790	0.690	0.316	0.610	1.000	0.976	1.000
13147	CALR3	calreticulin 3	597794	1	1	1	1	0	0	1	0	0	0	0.976	0.968	NaN	NaN	NaN	0.976	1.000
13148	MTMR11	myotubularin related protein 11	1176840	6	6	6	2	1	2	2	0	1	0	0.991	0.746	0.639	0.475	0.797	0.976	1.000
13149	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	1198401	11	10	11	2	2	4	2	0	3	0	0.790	0.350	0.924	0.653	1.000	0.976	1.000
13150	MAPT	microtubule-associated protein tau	1121947	15	14	15	5	5	8	1	1	0	0	0.995	0.466	0.612	0.948	0.794	0.976	1.000
13151	FAM76A	family with sequence similarity 76, member A	470958	2	2	2	1	0	1	1	0	0	0	0.790	0.887	0.526	0.867	1.000	0.976	1.000
13152	TPPP	tubulin polymerization promoting protein	322526	2	2	2	1	0	1	1	0	0	0	0.791	0.800	0.580	0.694	1.000	0.976	1.000
13153	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	820949	10	10	10	3	4	4	1	0	1	0	0.791	0.445	0.894	0.735	1.000	0.976	1.000
13154	XPO7	exportin 7	1680458	5	5	5	6	0	2	2	1	0	0	1.000	0.996	0.367	0.474	0.791	0.976	1.000
13155	NDRG1	N-myc downstream regulated gene 1	555653	1	1	1	1	1	0	0	0	0	0	0.976	0.894	NaN	NaN	NaN	0.976	1.000
13156	EFCAB6	EF-hand calcium binding domain 6	2509089	14	14	14	7	2	3	5	2	2	0	1.000	0.941	0.953	0.320	0.791	0.976	1.000
13157	IGSF5	immunoglobulin superfamily, member 5	603786	6	6	6	3	1	3	1	0	1	0	0.977	0.848	0.682	0.458	0.810	0.976	1.000
13158	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	661326	1	1	1	0	0	0	0	0	1	0	0.976	0.820	NaN	NaN	NaN	0.976	1.000
13159	KLHL34	kelch-like 34 (Drosophila)	537539	12	12	12	8	6	1	1	1	3	0	0.791	0.916	0.847	0.545	1.000	0.977	1.000
13160	XPC	xeroderma pigmentosum, complementation group C	826515	7	7	7	2	1	2	4	0	0	0	0.821	0.677	0.842	0.246	0.964	0.977	1.000
13161	MVD	mevalonate (diphospho) decarboxylase	406235	2	2	2	1	0	1	0	1	0	0	0.791	0.813	0.434	0.851	1.000	0.977	1.000
13162	ZNF429	zinc finger protein 429	1102426	5	5	5	1	0	1	2	0	2	0	0.896	0.740	0.898	0.448	0.884	0.977	1.000
13163	FAM168A	family with sequence similarity 168, member A	398939	2	2	2	0	1	0	1	0	0	0	0.792	0.431	0.732	0.822	1.000	0.977	1.000
13164	PNPO	pyridoxamine 5'-phosphate oxidase	366953	2	2	2	1	0	0	2	0	0	0	0.792	0.900	0.701	0.923	1.000	0.977	1.000
13165	FAM83B	family with sequence similarity 83, member B	1662454	38	34	37	9	2	18	10	4	4	0	0.916	0.556	0.825	0.317	0.864	0.977	1.000
13166	SMTNL1	smoothelin-like 1	664112	3	3	3	0	0	3	0	0	0	0	0.926	0.417	0.930	0.660	0.855	0.977	1.000
13167	EXO1	exonuclease 1	1410080	16	16	16	4	1	6	3	3	3	0	0.792	0.630	0.841	0.671	1.000	0.977	1.000
13168	FAT2	FAT tumor suppressor homolog 2 (Drosophila)	7144861	47	40	47	24	4	22	9	4	8	0	1.000	0.964	0.830	0.315	0.792	0.977	1.000
13169	OR5B3	olfactory receptor, family 5, subfamily B, member 3	516104	16	16	16	6	0	10	2	2	2	0	0.792	0.669	0.764	0.812	1.000	0.977	1.000
13170	GYG2	glycogenin 2	630662	4	4	4	1	1	2	0	0	1	0	0.792	0.443	0.872	0.484	1.000	0.977	1.000
13171	FAM114A1	family with sequence similarity 114, member A1	946900	5	5	5	2	0	3	0	0	2	0	0.979	0.793	0.713	0.918	0.809	0.977	1.000
13172	ANKRD13D	ankyrin repeat domain 13 family, member D	634272	4	4	4	0	1	1	1	0	1	0	0.792	0.384	0.949	0.801	1.000	0.977	1.000
13173	OR52W1	olfactory receptor, family 52, subfamily W, member 1	525806	3	3	3	1	0	3	0	0	0	0	0.792	0.633	0.802	0.493	1.000	0.977	1.000
13174	POLK	polymerase (DNA directed) kappa	1436856	3	3	3	1	0	2	0	1	0	0	0.994	0.825	0.950	0.357	0.797	0.977	1.000
13175	ANGPTL1	angiopoietin-like 1	812891	2	2	2	1	0	2	0	0	0	0	0.980	0.899	0.674	0.890	0.809	0.977	1.000
13176	DHRS11	dehydrogenase/reductase (SDR family) member 11	361056	2	2	2	1	0	2	0	0	0	0	0.793	0.836	0.703	0.280	1.000	0.977	1.000
13177	YTHDC2	YTH domain containing 2	2267847	11	10	11	4	0	2	5	1	3	0	1.000	0.914	0.536	0.762	0.793	0.977	1.000
13178	HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	504908	2	2	2	0	1	0	1	0	0	0	0.793	0.533	0.375	0.340	1.000	0.977	1.000
13179	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	1309356	7	7	7	0	0	1	4	2	0	0	0.841	0.246	0.827	0.619	0.943	0.977	1.000
13180	CYTH3	cytohesin 3	606690	1	1	1	2	0	0	0	0	1	0	0.977	0.994	NaN	NaN	NaN	0.977	1.000
13181	TSKS	testis-specific serine kinase substrate	935360	10	9	10	6	2	3	1	0	4	0	0.960	0.884	0.677	0.539	0.826	0.977	1.000
13182	LSM14B	LSM14B, SCD6 homolog B (S. cerevisiae)	578368	1	1	1	0	0	0	1	0	0	0	0.977	0.829	NaN	NaN	NaN	0.977	1.000
13183	TMEM11	transmembrane protein 11	310412	2	2	2	0	1	1	0	0	0	0	0.795	0.405	0.447	0.372	1.000	0.977	1.000
13184	TPRG1	tumor protein p63 regulated 1	461076	2	2	2	1	1	1	0	0	0	0	0.795	0.826	0.793	0.813	1.000	0.977	1.000
13185	MAPRE1	microtubule-associated protein, RP/EB family, member 1	452769	1	1	1	0	0	1	0	0	0	0	0.977	0.769	NaN	NaN	NaN	0.977	1.000
13186	WDR54	WD repeat domain 54	567110	2	2	2	1	0	1	0	1	0	0	0.934	0.841	0.663	0.484	0.851	0.977	1.000
13187	PDLIM1	PDZ and LIM domain 1 (elfin)	540785	1	1	1	0	0	0	0	0	1	0	0.977	0.842	NaN	NaN	NaN	0.977	1.000
13188	ZNF284	zinc finger protein 284	962711	7	7	7	2	0	2	3	0	2	0	0.963	0.823	0.811	0.454	0.826	0.977	1.000
13189	CAMK1	calcium/calmodulin-dependent protein kinase I	629616	1	1	1	0	0	1	0	0	0	0	0.977	0.704	NaN	NaN	NaN	0.977	1.000
13190	TM4SF19	transmembrane 4 L six family member 19	350574	2	2	2	0	0	2	0	0	0	0	0.795	0.489	0.904	0.837	1.000	0.977	1.000
13191	UPRT	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	495944	5	5	5	2	0	3	1	0	1	0	0.795	0.783	0.921	0.460	1.000	0.977	1.000
13192	RANBP10	RAN binding protein 10	884894	4	4	4	0	0	1	2	1	0	0	0.939	0.410	0.606	0.809	0.847	0.978	1.000
13193	MFSD4	major facilitator superfamily domain containing 4	740049	4	4	4	0	1	1	1	0	1	0	0.796	0.316	0.924	0.891	1.000	0.978	1.000
13194	DONSON	downstream neighbor of SON	772216	4	4	4	0	0	2	1	0	1	0	0.796	0.545	0.769	0.793	1.000	0.978	1.000
13195	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	462323	1	1	1	0	0	0	1	0	0	0	0.978	0.834	NaN	NaN	NaN	0.978	1.000
13196	C9	complement component 9	936672	20	20	20	8	3	11	2	2	2	0	0.980	0.881	0.620	0.453	0.812	0.978	1.000
13197	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	2876989	12	12	12	2	4	7	0	1	0	0	0.999	0.282	0.720	0.404	0.797	0.978	1.000
13198	ATXN7L3	ataxin 7-like 3	604786	1	1	1	0	0	0	0	1	0	0	0.978	0.822	NaN	NaN	NaN	0.978	1.000
13199	DDB2	damage-specific DNA binding protein 2, 48kDa	715456	2	2	2	1	0	1	0	0	1	0	0.978	0.848	NaN	NaN	NaN	0.978	1.000
13200	FAM155B	family with sequence similarity 155, member B	512317	9	9	9	4	2	4	0	2	1	0	0.797	0.699	0.576	0.998	1.000	0.978	1.000
13201	NRBF2	nuclear receptor binding factor 2	474098	1	1	1	1	0	1	0	0	0	0	0.978	0.962	NaN	NaN	NaN	0.978	1.000
13202	USP31	ubiquitin specific peptidase 31	1938641	15	14	15	10	5	4	2	1	3	0	1.000	0.977	0.626	0.503	0.797	0.978	1.000
13203	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	520420	1	1	1	0	0	0	1	0	0	0	0.978	0.843	NaN	NaN	NaN	0.978	1.000
13204	EGR4	early growth response 4	480634	3	3	3	1	3	0	0	0	0	0	0.797	0.581	0.486	0.606	1.000	0.978	1.000
13205	ZFP36L2	zinc finger protein 36, C3H type-like 2	381612	2	2	2	1	0	0	0	0	2	0	0.797	1.000	0.979	0.823	1.000	0.978	1.000
13206	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	2817874	12	12	12	1	0	2	4	2	4	0	0.983	0.378	0.633	0.406	0.811	0.978	1.000
13207	ASGR1	asialoglycoprotein receptor 1	483604	1	1	1	1	0	1	0	0	0	0	0.978	0.953	NaN	NaN	NaN	0.978	1.000
13208	OR10AD1	olfactory receptor, family 10, subfamily AD, member 1	517153	3	3	3	1	0	2	0	1	0	0	0.797	0.653	0.910	0.807	1.000	0.978	1.000
13209	HSDL2	hydroxysteroid dehydrogenase like 2	695957	1	1	1	1	0	0	1	0	0	0	0.978	0.971	NaN	NaN	NaN	0.978	1.000
13210	SBK1	SH3-binding domain kinase 1	429730	5	5	5	2	2	1	2	0	0	0	0.797	0.715	0.779	0.739	1.000	0.978	1.000
13211	INSC	inscuteable homolog (Drosophila)	917935	22	21	22	15	3	9	4	1	5	0	1.000	0.979	0.625	0.932	0.797	0.978	1.000
13212	RASA3	RAS p21 protein activator 3	1180602	14	14	14	5	2	4	3	0	5	0	0.970	0.593	0.737	0.428	0.821	0.978	1.000
13213	TPCN2	two pore segment channel 2	1145185	5	4	5	1	2	0	1	0	2	0	0.985	0.383	0.751	0.569	0.810	0.978	1.000
13214	DBF4B	DBF4 homolog B (S. cerevisiae)	1048892	4	4	4	3	0	2	1	0	1	0	0.999	0.915	0.735	0.324	0.798	0.978	1.000
13215	MCM2	minichromosome maintenance complex component 2	1469574	5	5	5	5	0	1	2	1	1	0	1.000	0.986	0.549	0.749	0.797	0.978	1.000
13216	GPR83	G protein-coupled receptor 83	700297	12	12	12	5	1	5	4	1	1	0	0.988	0.723	0.695	0.573	0.807	0.978	1.000
13217	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	1184688	6	6	6	3	1	3	2	0	0	0	1.000	0.820	0.614	0.657	0.798	0.978	1.000
13218	ITFG2	integrin alpha FG-GAP repeat containing 2	734774	4	4	4	3	0	1	1	0	2	0	0.975	0.916	0.562	0.883	0.818	0.978	1.000
13219	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	655372	1	1	1	0	0	0	0	1	0	0	0.978	0.791	NaN	NaN	NaN	0.978	1.000
13220	PEX26	peroxisome biogenesis factor 26	406272	4	4	4	2	1	2	0	1	0	0	0.798	0.755	0.709	0.933	1.000	0.978	1.000
13221	ZDHHC1	zinc finger, DHHC-type containing 1	464628	1	1	1	1	0	1	0	0	0	0	0.978	0.899	NaN	NaN	NaN	0.978	1.000
13222	TCTN2	tectonic family member 2	1172813	7	7	7	2	0	2	3	0	2	0	0.958	0.678	0.608	0.796	0.833	0.978	1.000
13223	RNF34	ring finger protein 34	587343	1	1	1	1	0	0	1	0	0	0	0.978	0.961	NaN	NaN	NaN	0.978	1.000
13224	TECPR2	tectonin beta-propeller repeat containing 2	2246849	15	14	15	3	1	8	3	1	2	0	0.995	0.325	0.729	0.805	0.802	0.978	1.000
13225	FSCN1	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	579355	4	4	4	0	2	1	0	0	1	0	0.798	0.173	0.872	0.609	1.000	0.978	1.000
13226	USO1	USO1 homolog, vesicle docking protein (yeast)	1157021	6	6	6	1	0	3	3	0	0	0	0.889	0.627	0.493	0.780	0.898	0.978	1.000
13227	KLHDC1	kelch domain containing 1	656622	1	1	1	0	1	0	0	0	0	0	0.978	0.700	NaN	NaN	NaN	0.978	1.000
13228	OR4C13	olfactory receptor, family 4, subfamily C, member 13	508108	19	19	19	8	0	11	3	3	2	0	0.799	0.740	0.778	0.614	1.000	0.978	1.000
13229	DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	654278	1	1	1	0	0	0	0	0	1	0	0.978	1.000	NaN	NaN	NaN	0.978	1.000
13230	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	1528760	5	5	5	3	0	1	3	0	1	0	1.000	0.953	0.689	0.192	0.799	0.978	1.000
13231	CASD1	CAS1 domain containing 1	1250939	7	7	7	1	0	5	1	1	0	0	0.799	0.538	0.899	0.806	1.000	0.978	1.000
13232	GNAT2	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	596881	1	1	1	1	1	0	0	0	0	0	0.978	0.894	NaN	NaN	NaN	0.978	1.000
13233	PARP1	poly (ADP-ribose) polymerase family, member 1	1681644	4	4	4	2	0	2	0	1	1	0	1.000	0.819	0.864	0.314	0.799	0.978	1.000
13234	KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	609142	3	3	3	0	1	2	0	0	0	0	0.911	0.269	0.719	0.844	0.877	0.978	1.000
13235	LIAS	lipoic acid synthetase	622304	1	1	1	0	0	0	0	0	1	0	0.978	0.846	NaN	NaN	NaN	0.978	1.000
13236	SFXN3	sideroflexin 3	549981	2	2	2	0	0	0	1	0	1	0	0.919	0.677	0.487	0.531	0.870	0.978	1.000
13237	MESDC2	mesoderm development candidate 2	374762	2	2	2	0	0	2	0	0	0	0	0.800	0.558	0.860	0.0670	1.000	0.978	1.000
13238	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	617675	6	6	6	3	0	3	0	2	1	0	0.918	0.825	0.914	0.410	0.872	0.978	1.000
13239	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	563623	3	3	3	3	2	1	0	0	0	0	1.000	0.873	0.703	0.394	0.800	0.979	1.000
13240	ANXA6	annexin A6	975435	8	6	8	1	0	4	3	0	1	0	0.800	0.352	0.607	0.789	1.000	0.979	1.000
13241	CCDC101	coiled-coil domain containing 101	462758	1	1	1	0	0	0	1	0	0	0	0.979	0.839	NaN	NaN	NaN	0.979	1.000
13242	NEK3	NIMA (never in mitosis gene a)-related kinase 3	549671	4	4	4	2	0	1	0	1	2	0	0.876	0.917	0.663	0.861	0.914	0.979	1.000
13243	ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	672170	4	4	4	1	2	0	2	0	0	0	0.801	0.672	0.640	0.642	1.000	0.979	1.000
13244	GLOD4	glyoxalase domain containing 4	496512	2	2	2	0	0	0	0	1	1	0	0.801	0.754	0.297	0.681	1.000	0.979	1.000
13245	PPM1K	protein phosphatase 1K (PP2C domain containing)	622030	3	3	3	0	1	1	0	0	1	0	0.801	0.480	0.546	0.394	1.000	0.979	1.000
13246	ILVBL	ilvB (bacterial acetolactate synthase)-like	946020	3	3	3	2	0	2	0	1	0	0	0.999	0.867	0.923	0.403	0.802	0.979	1.000
13247	UBXN10	UBX domain protein 10	461615	4	4	4	2	2	2	0	0	0	0	0.801	0.786	0.925	0.587	1.000	0.979	1.000
13248	MGRN1	mahogunin, ring finger 1	841128	4	3	4	3	0	2	1	0	1	0	0.998	0.968	0.683	0.605	0.803	0.979	1.000
13249	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	859628	6	6	6	3	1	3	1	1	0	0	0.982	0.766	0.566	0.439	0.816	0.979	1.000
13250	DHRS7	dehydrogenase/reductase (SDR family) member 7	543259	3	3	3	1	0	0	1	1	1	0	0.801	0.773	0.507	0.525	1.000	0.979	1.000
13251	TMEM108	transmembrane protein 108	940306	3	3	3	3	0	2	0	0	1	0	0.999	0.978	0.532	0.838	0.802	0.979	1.000
13252	PZP	pregnancy-zone protein	2499877	27	25	26	11	1	19	3	1	3	0	1.000	0.762	0.928	0.378	0.801	0.979	1.000
13253	SGPP1	sphingosine-1-phosphate phosphatase 1	548574	3	3	3	1	1	0	0	0	2	0	0.802	0.616	0.821	0.430	1.000	0.979	1.000
13254	BZW2	basic leucine zipper and W2 domains 2	661268	6	6	6	3	0	3	0	2	1	0	0.982	0.822	0.610	0.848	0.816	0.979	1.000
13255	CRLF3	cytokine receptor-like factor 3	718190	2	2	2	0	0	0	0	0	2	0	0.944	1.000	0.313	0.872	0.849	0.979	1.000
13256	KIF4B	kinesin family member 4B	2017514	40	36	38	13	4	20	13	2	1	0	1.000	0.756	0.789	0.224	0.802	0.979	1.000
13257	MARK3	MAP/microtubule affinity-regulating kinase 3	1216717	7	7	7	1	1	1	3	1	1	0	0.802	0.461	0.897	0.580	1.000	0.979	1.000
13258	ESPN	espin	614394	4	4	4	1	0	1	2	0	1	0	0.802	0.743	0.722	0.743	1.000	0.979	1.000
13259	EZH1	enhancer of zeste homolog 1 (Drosophila)	1226504	4	4	4	2	0	2	1	1	0	0	1.000	0.863	0.554	0.493	0.802	0.979	1.000
13260	GPR153	G protein-coupled receptor 153	530086	1	1	1	3	0	0	0	0	1	0	0.979	0.995	NaN	NaN	NaN	0.979	1.000
13261	FCER2	Fc fragment of IgE, low affinity II, receptor for (CD23)	432113	2	2	2	1	1	0	0	0	1	0	0.802	0.829	0.939	0.685	1.000	0.979	1.000
13262	SOCS4	suppressor of cytokine signaling 4	722367	1	1	1	1	0	1	0	0	0	0	0.979	0.962	NaN	NaN	NaN	0.979	1.000
13263	ELMOD3	ELMO/CED-12 domain containing 3	661358	1	1	1	0	0	0	0	0	0	1	0.979	0.712	NaN	NaN	NaN	0.979	1.000
13264	SUOX	sulfite oxidase	899126	5	5	5	0	2	1	1	1	0	0	0.802	0.277	0.606	0.798	1.000	0.979	1.000
13265	FAM118A	family with sequence similarity 118, member A	584535	1	1	1	1	0	0	1	0	0	0	0.979	0.978	NaN	NaN	NaN	0.979	1.000
13266	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	605982	1	1	1	1	0	1	0	0	0	0	0.979	0.940	NaN	NaN	NaN	0.979	1.000
13267	LYSMD3	LysM, putative peptidoglycan-binding, domain containing 3	506237	2	2	2	0	0	1	0	0	1	0	0.803	0.730	0.261	0.237	1.000	0.979	1.000
13268	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	2432529	8	8	8	6	2	1	3	1	1	0	1.000	0.985	0.671	0.618	0.803	0.979	1.000
13269	LACTB	lactamase, beta	713485	1	1	1	0	0	0	1	0	0	0	0.979	0.856	NaN	NaN	NaN	0.979	1.000
13270	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	671444	7	7	7	2	1	3	1	1	1	0	0.803	0.526	0.766	0.761	1.000	0.979	1.000
13271	PALB2	partner and localizer of BRCA2	1955458	14	13	14	2	0	8	2	3	1	0	0.883	0.343	0.822	0.521	0.909	0.979	1.000
13272	NT5E	5'-nucleotidase, ecto (CD73)	826880	5	5	5	1	0	3	0	2	0	0	0.803	0.566	0.817	0.501	1.000	0.979	1.000
13273	APTX	aprataxin	604676	1	1	1	0	0	0	1	0	0	0	0.979	0.857	NaN	NaN	NaN	0.979	1.000
13274	USP48	ubiquitin specific peptidase 48	1670717	11	11	11	3	1	3	4	1	2	0	0.992	0.708	0.655	0.446	0.810	0.979	1.000
13275	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	663860	8	8	7	3	2	3	3	0	0	0	0.804	0.755	0.587	0.889	1.000	0.979	1.000
13276	TTC7B	tetratricopeptide repeat domain 7B	1374215	10	10	10	5	2	2	3	1	1	1	0.999	0.793	0.752	0.452	0.805	0.979	1.000
13277	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	753034	4	4	4	2	0	4	0	0	0	0	0.985	0.780	0.662	0.160	0.817	0.979	1.000
13278	MAB21L2	mab-21-like 2 (C. elegans)	589987	9	9	9	4	3	3	1	1	1	0	0.974	0.617	0.646	0.571	0.825	0.979	1.000
13279	FAM71E1	family with sequence similarity 71, member E1	284633	3	3	3	2	0	3	0	0	0	0	0.804	0.827	0.913	0.931	1.000	0.980	1.000
13280	PLXDC1	plexin domain containing 1	757465	5	5	5	2	0	3	2	0	0	0	0.951	0.809	0.886	0.449	0.846	0.980	1.000
13281	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	540983	4	4	4	1	1	2	1	0	0	0	0.805	0.506	0.935	0.455	1.000	0.980	1.000
13282	PFKL	phosphofructokinase, liver	1003561	9	9	9	6	3	2	2	1	1	0	1.000	0.940	0.519	0.614	0.805	0.980	1.000
13283	IL13RA1	interleukin 13 receptor, alpha 1	671552	3	3	3	0	0	1	1	1	0	0	0.805	0.519	0.560	0.885	1.000	0.980	1.000
13284	WWC2	WW and C2 domain containing 2	1470275	6	6	6	3	1	2	1	0	2	0	0.999	0.909	0.439	0.916	0.806	0.980	1.000
13285	TINAGL1	tubulointerstitial nephritis antigen-like 1	655834	4	4	4	0	3	0	0	1	0	0	0.805	0.321	0.722	0.455	1.000	0.980	1.000
13286	SYK	spleen tyrosine kinase	1012114	5	5	5	2	1	1	2	0	1	0	0.985	0.730	0.557	0.899	0.818	0.980	1.000
13287	SNX21	sorting nexin family member 21	521808	1	1	1	0	0	0	0	0	1	0	0.980	1.000	NaN	NaN	NaN	0.980	1.000
13288	LDHAL6A	lactate dehydrogenase A-like 6A	559639	1	1	1	1	0	1	0	0	0	0	0.980	0.941	NaN	NaN	NaN	0.980	1.000
13289	TBX6	T-box 6	583687	1	1	1	1	0	0	1	0	0	0	0.980	0.960	NaN	NaN	NaN	0.980	1.000
13290	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	594333	1	1	1	0	0	1	0	0	0	0	0.980	0.775	NaN	NaN	NaN	0.980	1.000
